partition	codon	alpha	beta	alpha=beta	LRT	p-value	Total_branch_length	dN/dS_LB	dN/dS_MLE	dN/dS_UB	p-asmp	class
1	58	0.29	0.025	0.09	5.87	0.0198	1.266	0.005	0.085	0.386	0.0154	Purifying
1	59	9731.804	0.098	0.266	16.23	0.0099	4.03	0	0	0	0.0001	Purifying
1	60	1.388	0.272	0.42	5.007	0.0693	6.222	0.083	0.196	0.406	0.0252	Purifying
1	61	0.729	0.096	0.266	6.919	0.0198	4.552	0.024	0.132	0.398	0.0085	Purifying
1	62	9.969	0.186	0.432	11.511	0.0198	6.5	0.007	0.019	0.044	0.0007	Purifying
1	63	1.231	0.026	0.222	21.169	0.0099	3.115	0.001	0.021	0.095	0	Purifying
1	64	0.746	0.019	0.087	12.656	0.0099	1.222	0.001	0.025	0.113	0.0004	Purifying
1	65	10000	0.148	0.24	5.24	0.0198	3.368	0	0	0	0.0221	Purifying
1	66	2.912	0.406	0.611	4.825	0.1089	8.575	0.063	0.139	0.293	0.0281	Neutral
1	67	1.266	0.241	0.442	2.566	0.1683	6.991	0.063	0.19	0.553	0.1092	Neutral
1	68	3.559	0.801	1.373	1.97	0.4554	20.482	0.087	0.225	"10,000"	0.1605	Neutral
1	69	10000	0.075	0.225	20.085	0.0099	3.162	0	0	0	0	Purifying
1	70	0.415	0.131	0.202	2.721	0.1782	2.838	0.106	0.316	0.714	0.099	Neutral
1	71	94.774	0.44	0.714	3.595	0.0792	11.168	0.002	0.005	0.012	0.058	Purifying
1	72	392.203	0.225	251.855	17.809	0.0099	3536.122	0	0.001	0.001	0	Purifying
1	73	0.594	0.023	0.095	8.533	0.0099	1.334	0.002	0.039	0.176	0.0035	Purifying
1	74	2.159	0.387	0.494	4.063	0.1386	6.939	0.096	0.179	0.317	0.0438	Neutral
1	75	0.779	0.244	0.387	1.669	0.2277	8.494	0.103	0.313	0.906	0.1964	Neutral
1	76	0.788	0.019	0.1	14.536	0.0099	1.405	0.001	0.024	0.11	0.0001	Purifying
1	77	10000	0.09	0.288	11.284	0.0099	4.048	0	0	0	0.0008	Purifying
1	78	0.51	0.84	0.79	0.23	0.703	11.084	0.876	1.646	3.504	0.6317	Neutral
1	79	1.476	0.256	0.383	5.445	0.0594	5.381	0.083	0.173	0.329	0.0196	Purifying
1	80	0.572	0.025	0.149	11.74	0.0099	2.09	0.003	0.045	0.202	0.0006	Purifying
1	81	11.085	0.136	0.304	8.36	0.0099	5.223	0.004	0.012	0.035	0.0038	Purifying
1	82	0.614	0.387	0.433	0.334	0.6436	7.01	0.269	0.631	1.389	0.5633	Neutral
1	83	0.632	0.019	0.073	10.35	0.0099	1.022	0.002	0.03	0.136	0.0013	Purifying
1	84	0.829	0.046	0.142	9.656	0.0099	2.313	0.006	0.055	0.187	0.0019	Purifying
1	85	0.225	0.238	0.235	0.002	0.9505	3.548	0.4	1.057	2.354	0.9638	Neutral
1	86	0.428	0.049	0.128	6.809	0.0198	1.8	0.019	0.113	0.357	0.0091	Purifying
1	87	10000	0.057	0.302	21.169	0.0099	4.486	0	0	0	0	Purifying
1	88	2.739	0.626	1.212	1.787	0.4257	17.383	0.078	0.228	"10,000"	0.1813	Neutral
1	89	0.564	0.019	0.082	4.629	0.0495	1.662	0	0.033	0.198	0.0314	Purifying
1	90	10000	0.523	0.762	5.838	0.0792	10.7	0	0	0	0.0157	Purifying
1	91	0.782	0.131	0.209	4.096	0.0594	3.202	0.053	0.168	0.398	0.043	Purifying
1	92	8.862	0.748	0.921	0.625	0.5347	12.926	0.038	0.084	0.304	0.4293	Neutral
1	93	4840.082	0.253	0.55	8.216	0.0594	7.716	0	0	0	0.0042	Purifying
1	94	1.826	0.662	0.928	0.834	0.5347	15.016	0.142	0.362	"10,000"	0.3613	Neutral
1	95	10000	0.176	0.326	3.641	0.1089	4.816	0	0	0	0.0564	Neutral
1	96	0.725	0.436	0.48	0.15	0.7624	4124.133	0.224	0.601	1.763	0.6985	Neutral
1	97	0.351	7.547	1.575	0.091	0.8119	54.195	2.648	21.521	"10,000"	0.7623	Neutral
1	98	1.193	0.107	0.137	2.103	0.1782	1.929	0.032	0.09	0.201	0.147	Neutral
1	99	0.904	0.727	0.75	0.06	0.8515	10.52	0.419	0.804	1.81	0.8066	Neutral
1	100	10.432	0.081	0.23	7.149	0.0198	4120.612	0.001	0.008	0.03	0.0075	Purifying
1	101	2.16	0.413	0.65	3.445	0.1485	9.603	0.074	0.191	0.429	0.0635	Neutral
1	102	0.699	1.975	1.111	0.649	0.6634	16.182	0.913	2.826	"10,000"	0.4205	Neutral
1	103	0.265	0.182	0.212	0.193	0.7228	3.098	0.207	0.685	1.582	0.6602	Neutral
1	104	1.03	0.31	0.509	2.399	0.2376	7.139	0.106	0.301	0.645	0.1215	Neutral
1	105	2.025	0.202	0.49	10.474	0.0099	7.079	0.039	0.1	0.224	0.0012	Purifying
1	106	1.59	0.377	0.547	2.768	0.1584	8.968	0.101	0.237	0.556	0.0962	Neutral
1	107	1.599	0.159	0.466	8.895	0.0198	7.954	0.028	0.1	0.275	0.0029	Purifying
1	108	10000	0.577	1.261	5.914	0.2376	17.704	0	0	0	0.015	Neutral
1	109	0.745	0.722	0.731	0.001	0.9307	10.755	0.431	0.969	2.3	0.9757	Neutral
1	110	153.359	0.306	0.613	10.151	0.0099	8.597	0.001	0.002	0.004	0.0014	Purifying
1	111	10.057	0.561	1.241	4.04	0.1584	17.417	0.022	0.056	0.151	0.0444	Neutral
1	112	0.719	0.771	0.755	0.011	0.9109	10.603	0.527	1.071	2.49	0.9168	Neutral
1	113	0.442	0.445	0.444	0	0.9604	8.169	0.441	1.006	2.21	0.9937	Neutral
1	114	1.116	0.602	0.764	0.446	0.5545	11.166	0.228	0.539	1.768	0.5043	Neutral
1	115	12.684	0.173	0.486	6.672	0.0495	8.472	0.004	0.014	0.043	0.0098	Purifying
1	116	1.363	0.115	0.339	13.03	0.0099	4.762	0.025	0.085	0.213	0.0003	Purifying
1	117	1.068	0.378	0.561	1.82	0.297	9.371	0.129	0.354	0.808	0.1773	Neutral
1	118	1.963	0.305	0.442	4.348	0.0495	7.542	0.064	0.155	0.356	0.0371	Purifying
1	119	0.655	0.259	0.34	1.933	0.1881	4.767	0.171	0.395	0.807	0.1644	Neutral
1	120	10000	0.134	0.214	5.049	0.0594	3.093	0	0	0	0.0246	Purifying
1	121	1.471	0.264	0.394	3.558	0.1287	6.131	0.076	0.179	0.393	0.0593	Neutral
1	122	1.783	0.64	0.957	1.979	0.4653	13.87	0.16	0.359	0.808	0.1595	Neutral
1	123	0.733	0.015	0.148	12.902	0.0099	2.146	0	0.021	0.137	0.0003	Purifying
1	124	2.383	0.252	0.313	4.077	0.0594	5.693	0.044	0.106	0.226	0.0435	Purifying
1	125	0.593	0.591	0.592	0	0.9802	8.304	0.533	0.997	1.914	0.9966	Neutral
1	126	0.987	0.026	0.263	21.862	0.0099	3.693	0.001	0.026	0.12	0	Purifying
1	127	7.217	0.114	0.291	14.774	0.0099	4.241	0.005	0.016	0.04	0.0001	Purifying
1	128	0.321	1.297	0.604	1.174	0.4059	9.499	1.85	4.042	15.776	0.2786	Neutral
1	129	10000	0.526	22.015	10.015	0.8317	308.976	0	0	0	0.0016	Neutral
1	130	0.506	0	0.12	16.161	0.0099	1.687	0	0	0.099	0.0001	Purifying
1	131	1.92	0.529	0.661	3.72	0.1584	9.279	0.146	0.276	0.498	0.0538	Neutral
1	132	5.123	0.549	0.8	2.222	0.2277	11.252	0.047	0.107	0.278	0.136	Neutral
1	133	1.076	0.358	0.423	1.402	0.2574	5.939	0.173	0.333	0.6	0.2364	Neutral
1	134	0.492	0.025	0.128	11.515	0.0099	1.792	0.003	0.05	0.22	0.0007	Purifying
1	135	10000	0.499	0.656	4.779	0.099	9.201	0	0	0	0.0288	Purifying
1	136	1624.69	0.238	0.896	3.237	0.1881	12.96	0	0	0	0.072	Neutral
1	137	0.199	0.025	0.075	3.905	0.0693	1.054	0.007	0.125	0.566	0.0481	Purifying
1	138	0.183	0	0.051	7.296	0.0198	0.722	0	0	0.257	0.0069	Purifying
1	139	110.452	0	0.284	40.286	0.0099	3.993	0	0	0	0	Purifying
1	140	0.977	0.289	0.434	2.538	0.198	7.458	0.113	0.296	0.666	0.1112	Neutral
1	141	10000	0.042	0.137	14.397	0.0099	1.927	0	0	0	0.0001	Purifying
1	142	110.452	0	0.093	22.828	0.0099	1.31	0	0	0	0	Purifying
1	143	0.175	0	0.047	7.592	0.0198	0.662	0	0	0.241	0.0059	Purifying
1	144	0.942	0.025	0.227	19.842	0.0099	3.189	0.001	0.026	0.119	0	Purifying
1	145	6335.005	0.081	0.188	11.016	0.0099	2.633	0	0	0	0.0009	Purifying
1	146	10000	0.063	0.185	17.294	0.0099	2.594	0	0	0	0	Purifying
1	147	42.82	0.025	0.182	18.101	0.0099	2.557	0	0.001	0.003	0	Purifying
1	148	0.948	0.128	0.256	8.076	0.0198	3.598	0.047	0.135	0.308	0.0045	Purifying
1	149	2.021	0.073	0.124	1.779	0.2376	311.58	0.006	0.036	0.129	0.1823	Neutral
1	150	0.293	0.043	0.074	2.541	0.0693	1.041	0.024	0.147	0.477	0.1109	Purifying
1	151	0.207	0.112	0.146	0.603	0.505	2.048	0.164	0.544	1.367	0.4376	Neutral
1	152	0.79	0.188	0.273	3.472	0.1485	3.83	0.099	0.238	0.496	0.0624	Neutral
1	153	1.21	0.024	0.152	15.086	0.0099	3.242	0.001	0.02	0.096	0.0001	Purifying
1	154	10000	0.228	0.573	10.225	0.0099	8.647	0	0	0	0.0014	Purifying
1	155	1.318	0.202	0.44	7.285	0.0297	6.804	0.053	0.153	0.363	0.007	Purifying
1	156	0.89	0.02	0.13	12.451	0.0099	1.822	0.001	0.023	0.113	0.0004	Purifying
1	157	1.051	0	0.073	17.8	0.0099	1.021	0	0	0.036	0	Purifying
1	158	1.327	0.201	0.399	7.342	0.0099	5.856	0.058	0.152	0.344	0.0067	Purifying
1	159	2.181	0.18	0.335	8.817	0.0099	5.677	0.03	0.082	0.184	0.003	Purifying
1	160	10000	0.198	0.541	14.848	0.0198	7.965	0	0	0	0.0001	Purifying
1	161	70.89	0.053	0.253	16.322	0.0099	3.554	0	0.001	0.002	0.0001	Purifying
1	162	0.278	0.073	0.103	1.479	0.2673	1.792	0.051	0.261	0.731	0.2239	Neutral
1	163	0.852	0.506	0.564	0.677	0.5644	7.919	0.316	0.594	1.07	0.4107	Neutral
1	164	0.47	0.183	0.249	1.437	0.297	3.495	0.149	0.39	0.82	0.2306	Neutral
1	165	0.721	0.022	0.113	12.372	0.0099	1.585	0.002	0.03	0.139	0.0004	Purifying
1	166	0.373	0.051	0.117	4.635	0.0297	2.135	0.022	0.138	0.465	0.0313	Purifying
1	167	1.395	0	0.116	25.057	0.0099	1.635	0	0	0.029	0	Purifying
1	168	7.306	0.216	0.512	12.685	0.0099	7.188	0.012	0.03	0.065	0.0004	Purifying
1	169	39.433	0	0.165	32.347	0.0099	2.316	0	0	0.001	0	Purifying
1	170	10000	0.02	0.041	6.588	0.0099	0.935	0	0	0	0.0103	Purifying
1	171	110.452	0	0.267	36.813	0.0099	3.741	0	0	0	0	Purifying
1	172	10000	0.381	0.48	4.514	0.1584	6.742	0	0	0	0.0336	Neutral
1	173	0.261	0	0.032	8.162	0.0099	0.453	0	0	0.135	0.0043	Purifying
1	174	12.07	0.044	0.08	5.028	0.0297	1.243	0.001	0.004	0.012	0.0249	Purifying
1	175	3.211	0.094	0.337	15.721	0.0099	5.308	0.007	0.029	0.084	0.0001	Purifying
1	176	9.15	0.137	0.508	10.842	0.0099	8.726	0.004	0.015	0.047	0.001	Purifying
1	177	10000	0	0.134	25.974	0.0099	2.286	0	0	0	0	Purifying
1	178	10000	0.226	0.423	8.005	0.0099	5.943	0	0	0	0.0047	Purifying
1	179	1.421	0.119	0.253	7.829	0.0396	3.551	0.029	0.084	0.197	0.0051	Purifying
1	180	0.678	0.139	0.263	3.413	0.0495	3.711	0.059	0.205	0.5	0.0647	Purifying
1	181	0.708	0.068	0.143	4.978	0.0396	2.214	0.02	0.096	0.293	0.0257	Purifying
1	182	0.266	0.046	0.092	3.331	0.0693	1.29	0.029	0.173	0.557	0.068	Purifying
1	183	0.094	0	0.032	4.177	0.0495	0.455	0	0	0.516	0.041	Purifying
1	184	0.766	0.284	0.439	2.534	0.1782	6.902	0.151	0.371	0.819	0.1114	Neutral
1	185	0.207	0	0.017	4.844	0.0297	0.241	0	0	0.176	0.0277	Purifying
1	186	0.914	0.053	0.25	16.174	0.0099	3.514	0.01	0.058	0.189	0.0001	Purifying
1	187	0.579	0	0.13	17.551	0.0099	1.952	0	0	0.083	0	Purifying
1	188	0.469	0.025	0.066	5.077	0.0495	1.349	0.003	0.053	0.248	0.0242	Purifying
1	189	1.145	0.773	0.807	0.205	0.703	11.321	0.367	0.675	1.211	0.6507	Neutral
